accommodates,bathrooms,bedrooms,beds,price,latitude,longitude,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,property_type,room_type,amenities,neighbourhood_cleansed,city,state,zipcode,market,has_availability,calendar_updated,last_scraped
4,1,1,2,120,30.23700119,-97.73383375,1,90,20,50,80,355,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Suitable for Events"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,6 weeks ago,11/8/15
2,1,1,1,60,30.22564295,-97.69151155,2,365,29,59,89,364,House,Private room,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,Washer,Dryer}",78741,Austin,TX,78741,Austin,t,4 weeks ago,11/8/15
4,1,1,1,200,30.24181443,-97.72991945,1,3,30,60,90,365,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,never,11/8/15
2,1,1,1,60,30.22552606,-97.68813389,1,1125,0,21,51,326,House,Private room,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector""}",78741,Austin,TX,78741,Austin,t,4 weeks ago,11/7/15
4,1,1,1,199,30.23453569,-97.7340767,1,31,30,60,90,365,House,Private room,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,4 weeks ago,11/7/15
2,1,1,1,180,30.23221442,-97.7301247,1,1125,30,60,90,365,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",78741,Austin,TX,78741,Austin,t,20 months ago,11/7/15
2,1,1,1,50,30.22332114,-97.69100632,2,1125,5,33,63,338,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector""}",78741,Austin,TX,78741,Austin,t,3 weeks ago,11/7/15
2,1,1,1,125,30.22607287,-97.72527456,1,1125,30,60,90,365,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",78741,Austin,TX,78741,Austin,t,21 months ago,11/7/15
1,1.5,1,1,60,30.22397082,-97.6897319,1,1125,12,42,72,347,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector""}",78741,Austin,TX,78741,Austin,t,3 weeks ago,11/7/15
2,1.479616514,1,2.212319339,125,30.23187665,-97.73353881,1,1125,30,60,90,365,Apartment,Private room,{},78741,Austin,TX,78741,Austin,t,36 months ago,11/7/15
2,1,1,1,75,30.23030622,-97.73922606,1,1125,29,59,89,364,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,Essentials}",78741,Austin,TX,78741,Austin,t,2 months ago,11/7/15
2,1,1,1,99,30.24535134,-97.73281682,1,1125,30,60,90,365,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/7/15
2,1,1,1,80,30.24752809,-97.73185253,1,3,29,59,89,364,Apartment,Private room,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,5 weeks ago,11/8/15
2,1,1,1,200,30.2405153,-97.73193698,1,1125,30,60,90,365,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,never,11/8/15
4,1,2,3,116,30.22117928,-97.73517975,1,365,9,32,62,62,House,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,today,11/7/15
5,1,2,2,135,30.22142447,-97.73483793,1,330,10,27,35,35,House,Entire home/apt,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,today,11/8/15
7,1,2,3,88,30.22758761,-97.73674484,1,1125,22,52,82,357,Loft,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,yesterday,11/8/15
2,1,1,1,55,30.22900062,-97.70404866,1,1125,29,59,89,364,House,Private room,{},78741,Austin,TX,78741,Austin,t,5 weeks ago,11/8/15
2,1,1,1,50,30.23233522,-97.73133926,1,1125,14,27,27,46,Apartment,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,2 days ago,11/8/15
3,1,1,1,300,30.24041309,-97.73205995,1,1125,30,60,90,365,Apartment,Entire home/apt,{},78741,Austin,TX,78741,Austin,t,20 months ago,11/7/15
2,1,0,1,60,30.23124442,-97.73725161,1,1125,10,37,64,64,Apartment,Entire home/apt,"{""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",Shampoo}",78741,Austin,TX,78741,Austin,t,today,11/8/15
2,1,1,1,150,30.24755089,-97.73065812,1,5,24,54,84,353,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,4 days ago,11/7/15
5,1,1,3,150,30.24451679,-97.7190362,2,1125,0,9,39,314,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials}",78741,Austin,TX,78741,Austin,t,8 months ago,11/7/15
8,2,3,5,175,30.22762008,-97.74344417,2,1125,12,36,53,135,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Suitable for Events"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,yesterday,11/7/15
6,2,2,3,175,30.22646837,-97.74303693,1,1125,26,56,86,361,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector""}",78741,Austin,TX,78741,Austin,t,5 days ago,11/8/15
4,1,1,1,450,30.22513484,-97.73314819,2,1125,7,18,18,67,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,5 weeks ago,11/8/15
7,1,3,4,199,30.23171429,-97.70412722,2,1125,29,59,89,364,House,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/7/15
2,1,1,1,500,30.24883715,-97.73540108,1,1125,30,60,90,365,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Suitable for Events"",Washer,Dryer,Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,9 months ago,11/7/15
2,1,1,1,125,30.23823084,-97.72083856,3,1125,22,52,82,357,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,5 weeks ago,11/7/15
5,1,2,3,90,30.22492836,-97.74014128,1,1125,27,57,87,362,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,a week ago,11/7/15
4,1,2,2,150,30.2311577,-97.69511206,2,1125,0,15,27,256,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Shampoo}",78741,Austin,TX,78741,Austin,t,6 weeks ago,11/8/15
10,2,3,5,180,30.21732565,-97.73280365,2,180,12,32,58,328,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,a week ago,11/7/15
8,2.5,3,3,280,30.22861827,-97.70363527,1,1125,30,60,90,365,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,never,11/7/15
6,2.5,1,2,300,30.22646158,-97.73908883,2,1125,30,60,90,365,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Shampoo}",78741,Austin,TX,78741,Austin,t,never,11/7/15
4,1,1,1,275,30.22983347,-97.73786151,1,1125,0,0,0,245,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",78741,Austin,TX,78741,Austin,t,9 months ago,11/8/15
2,1,0,1,89,30.24136901,-97.72585009,2,7,0,0,26,297,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",78741,Austin,TX,78741,Austin,t,4 weeks ago,11/7/15
6,2,3,4,600,30.2215539,-97.69610228,1,1125,0,0,0,246,House,Entire home/apt,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",78741,Austin,TX,78741,Austin,t,8 months ago,11/8/15
6,1,1,1,250,30.22933204,-97.73376671,3,1125,0,0,0,233,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials}",78741,Austin,TX,78741,Austin,t,8 months ago,11/8/15
2,1,1,1,99,30.2312716,-97.73051203,1,1125,26,56,86,361,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,7 weeks ago,11/8/15
4,1,1,1,199,30.23888082,-97.72492693,1,14,12,42,72,347,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,3 days ago,11/8/15
4,1,2,3,105,30.22767696,-97.73567336,3,90,2,26,56,331,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",78741,Austin,TX,78741,Austin,t,6 weeks ago,11/8/15
4,1,1,1,100,30.22832866,-97.73648159,2,1125,0,0,0,17,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/7/15
4,1,1,1,89,30.22954183,-97.73678654,3,6,0,0,0,163,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",78741,Austin,TX,78741,Austin,t,3 months ago,11/8/15
4,1,1,1,300,30.22208216,-97.72492073,1,1125,30,60,90,365,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,never,11/7/15
6,1.5,2,2,200,30.24260992,-97.73016498,2,4,0,0,0,11,Townhouse,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,5 weeks ago,11/7/15
2,1,1,2,105,30.22178714,-97.72476253,1,1125,30,60,90,365,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/8/15
6,2,2,2,140,30.23231671,-97.73028789,1,7,0,0,0,22,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,6 weeks ago,11/8/15
6,2,3,3,200,30.23050146,-97.73960626,1,10,30,60,90,365,House,Entire home/apt,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",78741,Austin,TX,78741,Austin,t,2 months ago,11/8/15
4,1,1,2,200,30.23791944,-97.72387646,2,1125,0,0,0,13,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/8/15
6,1,2,3,90,30.23974144,-97.73303519,2,1125,14,25,38,250,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",78741,Austin,TX,78741,Austin,t,a week ago,11/8/15
4,1,0,2,60,30.23171101,-97.73163381,2,1125,16,31,61,61,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,2 days ago,11/8/15
12,2,2,6,70,30.23344688,-97.73605286,1,1125,19,49,79,354,Condominium,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/8/15
6,1,2,4,99,30.24041935,-97.73155808,3,1125,22,47,73,227,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",78741,Austin,TX,78741,Austin,t,today,11/7/15
4,2,2,2,145,30.24005078,-97.73286618,2,180,30,60,90,365,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/7/15
2,1,1.738720192,1,40,30.23615745,-97.73682307,3,90,0,14,44,319,Apartment,Entire home/apt,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/7/15
2,1,1,1,75,30.23082662,-97.72696199,2,4,29,59,89,364,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/7/15
6,2,2,2,199,30.24712075,-97.73255338,1,1125,0,0,0,17,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,6 weeks ago,11/8/15
5,2,2,2,205,30.24450238,-97.72863587,2,20,17,29,59,125,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,3 days ago,11/8/15
4,1,1,1,98,30.24451298,-97.7279597,1,3,27,57,87,87,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,never,11/7/15
6,2,3,3,150,30.22899009,-97.69130764,2,365,0,0,0,238,House,Entire home/apt,"{TV,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,7 months ago,11/7/15
5,1,2,2,350,30.2426744,-97.72469898,1,1125,0,0,0,214,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,8 months ago,11/7/15
3,1,1,1,135,30.2340541,-97.7377268,2,5,28,58,88,363,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Indoor Fireplace"",Heating,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",78741,Austin,TX,78741,Austin,t,a week ago,11/7/15
2,1,1,1,30,30.23974188,-97.7162374,1,7,0,0,0,82,Apartment,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,3 months ago,11/7/15
4,1,1,1,279,30.24350616,-97.72690833,2,1125,0,0,0,259,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",78741,Austin,TX,78741,Austin,t,4 weeks ago,11/7/15
4,1,2,2,175,30.23266866,-97.73036903,1,1125,0,5,35,310,Apartment,Entire home/apt,"{""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",78741,Austin,TX,78741,Austin,t,8 months ago,11/7/15
2,1,1,1,55,30.23409392,-97.73256306,2,7,9,35,61,126,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,a week ago,11/7/15
2,1,1,1,400,30.23466648,-97.71413937,1,1125,0,0,0,228,Apartment,Private room,"{""Wireless Internet"",Kitchen,Essentials}",78741,Austin,TX,78741,Austin,t,8 months ago,11/7/15
5,2,2,2,100,30.22842474,-97.72508082,1,1125,0,0,0,235,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Smoking Allowed"",Gym,""Pets live on this property"",""Hot Tub"",Heating,Washer,Dryer}",78741,Austin,TX,78741,Austin,t,8 months ago,11/7/15
4,1,1,1,45,30.22610647,-97.72687056,1,1125,30,60,90,365,Apartment,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer}",78741,Austin,TX,78741,Austin,t,never,11/7/15
2,0,1,2,40,30.2284187,-97.74100349,2,14,0,0,0,9,Cabin,Private room,"{""Wireless Internet"",""Air Conditioning"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly""}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/7/15
4,1,1,2,150,30.24301651,-97.7271387,2,1125,4,4,4,13,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,2 days ago,11/7/15
7,1.5,2,3,350,30.24751492,-97.73458589,1,1125,28,58,88,363,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Doorman,Gym,""Pets live on this property"",Dog(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,2 weeks ago,11/7/15
6,2,3,3,160,30.23664155,-97.73599161,1,1125,16,33,63,326,House,Entire home/apt,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",78741,Austin,TX,78741,Austin,t,today,11/8/15
2,1,1,1,80,30.23876694,-97.71429769,1,1125,30,60,90,365,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",78741,Austin,TX,78741,Austin,t,never,11/8/15
2,1,1,1,150,30.22241819,-97.72294658,3,4,30,60,90,365,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",78741,Austin,TX,78741,Austin,t,14 months ago,11/8/15
