accommodates,bathrooms,bedrooms,beds,price,latitude,longitude,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,property_type,room_type,amenities,neighbourhood_cleansed,city,state,zipcode,market,has_availability,calendar_updated,last_scraped
1,1.5,1,1,185,30.22760935,-97.81291896,3,1125,30,60,90,365,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",78745,Sunset Valley,TX,78745,Austin,t,10 months ago,11/8/15
5,1,1,2,40,30.19820897,-97.80593271,1,14,29,59,89,364,House,Private room,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,2 months ago,11/8/15
5,1,1,2,125,30.2172026,-97.80981708,1,30,0,0,0,245,House,Private room,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,3 months ago,11/8/15
4,1,1,2,169,30.22779285,-97.79779531,1,1125,30,60,90,365,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,2 months ago,11/8/15
1,1,1,1,60,30.20440511,-97.76681972,1,1125,28,58,88,178,House,Private room,{},78745,Austin,TX,78745,Austin,t,4 weeks ago,11/7/15
6,2,3,3,599,30.20545183,-97.81897802,2,1125,28,54,84,359,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,today,11/7/15
4,1,2,2,175,30.22067667,-97.78163933,1,1125,29,59,89,364,House,Entire home/apt,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Shampoo}",78745,Austin,TX,78745,Austin,t,3 days ago,11/8/15
6,2,2,3,225,30.22268184,-97.79501806,3,365,0,0,27,302,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",78745,Austin,TX,78745,Austin,t,3 days ago,11/7/15
2,1,1,1,150,30.20780526,-97.83269456,2,14,30,60,90,365,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",78745,Austin,TX,78745,Austin,t,8 months ago,11/8/15
2,1,1,1,300,30.22543577,-97.79012237,1,1125,0,0,0,20,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,6 weeks ago,11/8/15
4,1,1,2,84,30.20851983,-97.78499844,1,1125,29,59,89,364,Apartment,Private room,"{""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Hair Dryer"",Iron}",78745,Austin,TX,78745,Austin,t,3 days ago,11/8/15
6,1,2,3,227,30.21283931,-97.81365064,3,28,30,60,90,365,House,Entire home/apt,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,9 months ago,11/8/15
6,2,2,2,149,30.21644024,-97.80603004,3,15,0,7,28,197,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",78745,Austin,TX,78745,Austin,t,2 weeks ago,11/8/15
3,1,1,1,75,30.19525145,-97.81415255,1,1125,30,60,90,365,House,Private room,"{TV,""Air Conditioning"",Kitchen,""Pets Allowed"",Dryer,Essentials}",78745,Austin,TX,78745,Austin,t,never,11/8/15
9,2,3,5,240,30.209622,-97.77530721,2,14,29,59,89,364,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,4 weeks ago,11/7/15
2,1,1,1,50,30.21150682,-97.80892701,2,1125,30,60,90,365,House,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",78745,Austin,TX,78745,Austin,t,9 months ago,11/8/15
2,1,1,1,60,30.21417327,-97.77760788,1,1125,29,59,89,364,House,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door""}",78745,Austin,TX,78745,Austin,t,3 weeks ago,11/8/15
2,0,1,1,89,30.21901914,-97.77605241,1,14,26,53,53,95,Other,Entire home/apt,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",78745,Austin,TX,78745,Austin,t,2 weeks ago,11/8/15
5,1,1,2,50,30.19789239,-97.8054043,1,5,30,60,90,365,House,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,never,11/8/15
7,2,3,3,489,30.18761132,-97.78732856,3,4,0,0,0,29,House,Entire home/apt,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,2 months ago,11/8/15
2,1,1,1,98,30.20392166,-97.7922261,2,11,0,0,0,28,House,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",78745,Austin,TX,78745,Austin,t,7 weeks ago,11/8/15
4,2,2,2,265,30.19411386,-97.79348558,2,1125,1,20,50,50,House,Entire home/apt,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",78745,Austin,TX,78745,Austin,t,6 weeks ago,11/8/15
2,1,1,2,100,30.22469611,-97.82297853,1,1125,26,56,86,361,Apartment,Entire home/apt,"{""Cable TV"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,a week ago,11/8/15
6,1,2,2,249,30.2004785,-97.83125151,1,1125,28,58,88,363,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,9 months ago,11/8/15
8,1,1,3,350,30.22769862,-97.79293097,3,15,30,60,90,365,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,Essentials}",78745,Austin,TX,78745,Austin,t,never,11/8/15
4,1,1,1,350,30.22316196,-97.80352029,1,3,30,60,90,365,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating}",78745,Austin,TX,78745,Austin,t,8 months ago,11/8/15
8,1,2,2,500,30.22431969,-97.77223301,1,1125,30,60,90,365,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",78745,Austin,TX,78745,Austin,t,never,11/8/15
4,1,1,2,99,30.20911395,-97.78140115,2,1125,26,51,51,301,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,2 days ago,11/8/15
3,1,1,1,150,30.19839381,-97.77851402,3,365,6,6,6,242,Loft,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,today,11/8/15
2,1,1,1,39,30.22685706,-97.78899352,2,1125,0,0,0,88,House,Private room,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,3 days ago,11/8/15
12,2,3,3,250,30.22411349,-97.79971158,2,1125,25,48,78,353,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",78745,Austin,TX,78745,Austin,t,today,11/7/15
2,1,1,1,50,30.19444578,-97.8281701,1,1125,2,32,59,326,House,Private room,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",78745,Austin,TX,78745,Austin,t,2 days ago,11/8/15
2,1,1,1,39,30.20576117,-97.77561806,2,30,12,22,26,301,House,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,today,11/8/15
2,1,1,1,69,30.21789329,-97.77656656,1,1125,27,57,87,129,House,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,2 weeks ago,11/8/15
4,2,3,2,275,30.20360913,-97.83055564,3,1125,0,12,42,317,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}",78745,Austin,TX,78745,Austin,t,3 days ago,11/8/15
2,1,1,1,65,30.22723298,-97.79826797,1,1125,0,0,0,19,Bed & Breakfast,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,6 weeks ago,11/7/15
2,2.5,1,3,40,30.21938371,-97.80759431,1,1125,30,50,80,355,House,Private room,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Other pet(s)"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,5 weeks ago,11/7/15
6,1,2,3,500,30.21561305,-97.79513723,3,8,30,60,90,365,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",78745,Austin,TX,78745,Austin,t,21 months ago,11/7/15
8,2,3,3,373,30.19769104,-97.81188223,2,60,30,60,90,365,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,3 months ago,11/7/15
3,1,1,3,60,30.21993966,-97.78106811,1,1125,27,57,87,362,House,Private room,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer""}",78745,Austin,TX,78745,Austin,t,a week ago,11/7/15
4,1,2,1,120,30.20633025,-97.79218149,2,7,29,59,89,364,House,Entire home/apt,"{TV,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials}",78745,Austin,TX,78745,Austin,t,5 days ago,11/7/15
4,1.5,2,2,325,30.20179804,-97.78334884,3,1125,30,60,90,365,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,12 months ago,11/8/15
2,1,1,1,35,30.19917365,-97.76924072,1,14,29,59,89,89,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,3 days ago,11/7/15
6,2,3,4,200,30.21008745,-97.80864369,3,1125,2,2,2,130,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo}",78745,Austin,TX,78745,Austin,t,1 week ago,11/8/15
2,1,1,1,55,30.19968579,-97.77207722,1,1125,9,28,28,188,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,3 weeks ago,11/7/15
6,1,2,2,178,30.20032246,-97.8375666,1,29,29,59,89,364,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,today,11/8/15
2,1,1,1,35,30.20956846,-97.76960152,2,14,30,60,90,365,Camper/RV,Private room,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Suitable for Events"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,8 months ago,11/8/15
6,2,3,2,400,30.21954622,-97.79601358,3,11,30,60,90,365,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",78745,Austin,TX,78745,Austin,t,17 months ago,11/8/15
2,2,1,1,115,30.20186936,-97.83733327,1,1125,30,60,90,365,House,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Family/Kid Friendly"",Washer,Dryer}",78745,Austin,TX,78745,Austin,t,never,11/7/15
4,1,1,2,99,30.21797216,-97.7935513,1,1125,24,54,84,359,House,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,3 weeks ago,11/8/15
2,1.5,1,1,50,30.20319893,-97.82155334,1,1125,20,50,80,355,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",78745,Austin,TX,78745,Austin,t,5 weeks ago,11/8/15
2,1,1,1,150,30.22408224,-97.79249188,1,3,14,44,74,74,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door""}",78745,Austin,TX,78704,Austin,t,6 days ago,11/7/15
4,1,1,3,70,30.2094811,-97.76969198,2,60,30,60,90,365,Camper/RV,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,3 weeks ago,11/7/15
2,1.5,1,1,50,30.20361977,-97.82312347,1,1125,20,50,80,355,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,5 weeks ago,11/8/15
2,1,1,1,59,30.19573549,-97.79267806,1,1125,29,59,89,364,House,Private room,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,2 weeks ago,11/8/15
2,1,1,2,77,30.19840378,-97.78814406,1,29,24,54,84,359,House,Private room,"{TV,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),Heating,Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,yesterday,11/8/15
2,1.5,1,1,65,30.20308267,-97.82193281,1,1125,28,58,88,363,House,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,2 months ago,11/8/15
2,1,1,1,70,30.20831808,-97.7784547,2,20,21,36,53,154,House,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door""}",78745,Austin,TX,78745,Austin,t,5 days ago,11/8/15
6,1.5,3,5,245,30.21330648,-97.79115825,2,390,9,39,63,337,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",78745,Austin,TX,78745,Austin,t,today,11/8/15
2,1.5,1,1,65,30.20337743,-97.82072276,1,1125,29,59,89,364,House,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,2 months ago,11/8/15
2,1,1,1,42,30.20647419,-97.81990794,1,1125,12,26,46,321,House,Private room,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,3 weeks ago,11/8/15
6,1,2,2,180,30.19395822,-97.78233414,1,3,14,44,74,349,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",78745,Austin,TX,78745,Austin,t,yesterday,11/8/15
6,1,2,3,175,30.22750811,-97.79846291,2,5,2,2,2,99,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,2 months ago,11/8/15
6,1.5,2,2,99,30.22938707,-97.79395332,1,1125,25,55,85,355,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,1 week ago,11/8/15
9,1,3,4,210,30.22086139,-97.773196,2,12,0,0,0,18,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",78745,Austin,TX,78745,Austin,t,5 weeks ago,11/8/15
4,2.5,1,2,49,30.20246044,-97.80696798,1,1125,30,60,90,365,House,Private room,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",78745,Austin,TX,78745,Austin,t,2 days ago,11/8/15
5,2,2,2,250,30.20020813,-97.79818982,3,7,30,60,90,365,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,3 months ago,11/8/15
1,1,1,1,120,30.21546259,-97.78479727,1,15,30,60,90,365,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials}",78745,Austin,TX,78745,Austin,t,14 months ago,11/8/15
5,2,2,2,375,30.20107078,-97.77195193,3,1125,30,60,90,365,Apartment,Entire home/apt,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",78745,Austin,TX,78745,Austin,t,13 months ago,11/8/15
3,1,1,1,95,30.20678051,-97.79330728,2,14,0,5,35,310,Camper/RV,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,a week ago,11/8/15
5,1,1,2,35,30.19740017,-97.80410092,1,1125,30,60,90,365,House,Private room,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",78745,Austin,TX,78745,Austin,t,never,11/8/15
2,1,1,1,85,30.20797663,-97.79296942,1,1125,30,60,90,365,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer}",78745,Austin,TX,78745,Austin,t,2 weeks ago,11/8/15
6,2,2,2,100,30.21224175,-97.78448723,2,30,0,1,1,276,House,Entire home/apt,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",78745,Austin,TX,78745,Austin,t,4 days ago,11/8/15
